grootgewaagd,Mpumalanga
groot highlands,Free State
groothoek,Free State
groothoek,Limpopo
groot-jongensfontein,Western Cape
grootjongensfonteinstrand,Western Cape
grootkloof,KwaZulu Natal
groot-marico,North West
groot matjiesfontein,Western Cape
groot mier,Northern Cape
grootmis,Northern Cape
grootmist,Northern Cape
grootpan,Mpumalanga
grootpan,Limpopo
grootrivierdrif,Eastern Cape
grootrivier,Western Cape
groot-samenkomst,Eastern Cape
grootschuur,Eastern Cape
groot silwermyn,Western Cape
grootspruit,Mpumalanga
groot strydpoort,Eastern Cape
groot-suurfontein,Free State
groot umgazi,Eastern Cape
groot-umngazi,Eastern Cape
grootverlang,Free State
grootvlei,Free State
grootvlei,Eastern Cape
grootvlei,Mpumalanga
grootwater,Free State
groot witberg,Northern Cape
groot zwaarmoed,Western Cape
grosvenor,KwaZulu Natal
groutville,KwaZulu Natal
groxozayo,Eastern Cape
gruisklip,Eastern Cape
gruisplaats,Free State
grypoort,Northern Cape
grysdal,Free State
guba,Eastern Cape
gubahoek,Eastern Cape
gubeni,Eastern Cape
gubenxa,Eastern Cape
gubenxa kroon,Eastern Cape
gubhuzi,Eastern Cape
gubuzi,Eastern Cape
gudeka,Eastern Cape
guduse,Eastern Cape
guguletu,Western Cape
gugwini,Eastern Cape
guinesses,Free State
gulandoda,Eastern Cape
guleka,KwaZulu Natal
guliga,KwaZulu Natal
gulu,Eastern Cape
gumdale,Eastern Cape
gume,Eastern Cape
gumzana,Eastern Cape
gungululu,Eastern Cape
gunjana,KwaZulu Natal
gura,Eastern Cape
guse,Eastern Cape
gusenzamo,KwaZulu Natal
guthrie,Mpumalanga
gutshwa,Mpumalanga
gutshwe,Mpumalanga
guwini,Eastern Cape
guxuxu,Eastern Cape
gwadana,Eastern Cape
gwadu,Eastern Cape
gwalali,Limpopo
gwalana,Eastern Cape
gwarriehoek,Limpopo
gwentham,Free State
gweta,Mpumalanga
gwili gwili,Eastern Cape
gxaha,Eastern Cape
gxaku,Eastern Cape
gxara,Eastern Cape
gxara trading station,Eastern Cape
gxokoza,Eastern Cape
gxulu,Eastern Cape
gxwaleni,Eastern Cape
haakdoorndraai,Mpumalanga
haakdoorn,Northern Cape
haakdoringdraai,Mpumalanga
haarlem,Eastern Cape
haarlem,Western Cape
haasfonteindorings,Eastern Cape
haaskraal,North West
haaspoort,Eastern Cape
hackney and cibini,Eastern Cape
hackney,Eastern Cape
hadiaho,Eastern Cape
hadi,Eastern Cape
haenerstburg,Limpopo
haenertsburg,Limpopo
ha-folovhodwe,Limpopo
haga-haga bay,Eastern Cape
haga-haga,Eastern Cape
hagesdam,Free State
haisaka,Eastern Cape
hakboslaagte,North West
ha-lambani,Limpopo
halfpadrivier,Northern Cape
halfway house,Gauteng
halifax,North West
hallack rock,Eastern Cape
halseton,Eastern Cape
ha-madala,Limpopo
ha-madodonga,Limpopo
ha-magau,Limpopo
ha-magoro,Limpopo
ha-majoro,Eastern Cape
hamakuya,Limpopo
ha-mamuhoyi,Limpopo
ha-manavhela,Limpopo
ha-mantsha,Limpopo
ha-matsheketsheke,Limpopo
ha-matsika,Limpopo
ha-mavhunga,Limpopo
hamburg,Eastern Cape
hamewith,KwaZulu Natal
hamilton,Free State
hammanskraal,North West
hammarsdale,KwaZulu Natal
hammersdale,KwaZulu Natal
ha-mothibisi,Eastern Cape
hamsini,Eastern Cape
ha-mubua,Limpopo
hanakoe,Free State
hananwa,Limpopo
hanglip,Limpopo
haningfontein,Limpopo
hankey,Eastern Cape
hannskop,Western Cape
ha-nokholoko,Eastern Cape
hanover,Eastern Cape
hanover,Mpumalanga
hanover,Northern Cape
hanover park,Western Cape
hanover road,Northern Cape
hanoverweg,Northern Cape
hanslaagte,Mpumalanga
hans masibislokasie,Limpopo
hansonia,KwaZulu Natal
hans se kaalte,Limpopo
happy home,Eastern Cape
happy rest,Limpopo
happy valley,Eastern Cape
happy valley,Northern Cape
happy valley,Western Cape
ha-qhadi,Eastern Cape
ha-rabali,Limpopo
ha-radali,Limpopo
ha-ramahantsha,Limpopo
ha-ramarolong,Eastern Cape
ha-rankopane,Free State
harantsatsa,Free State
harburg,KwaZulu Natal
hardale,Eastern Cape
hardekraaltjie,Limpopo
harden heights,KwaZulu Natal
hardeveld,Eastern Cape
harding,KwaZulu Natal
hardop,Eastern Cape
harefield,Eastern Cape
harkerville,Western Cape
harmonie,Free State
harmonie,Eastern Cape
harmonie,Limpopo
harmony,Limpopo
harmony,Western Cape
harpington,North West
harrismith,Free State
harrison,KwaZulu Natal
harrow,North West
hartbeesbult,Limpopo
hartbeesfontein,Free State
hartbeesfontein,Mpumalanga
hartbeesfontein,North West
hartbeesnek,Eastern Cape
hartbeespoort,North West
hartbeestfontein,Limpopo
hart dale,Eastern Cape
hartebeesfontein,Free State
hartebeesfontein,Eastern Cape
hartebeesfontein,Limpopo
hartebeesfontein,North West
hartebeeskop,Mpumalanga
hartebeeskraal,Western Cape
hartebeesnek,Eastern Cape
hartebeespoort,Limpopo
hartebeesrivier,Western Cape
hartebeestfontein,North West
hartebeestkop,Mpumalanga
hartebeestkraal,Western Cape
hartebeestpoort,North West
hartebeest rivier,Western Cape
hartebeestspruit,Mpumalanga
hartebeest vlakte,Northern Cape
hartelus,Mpumalanga
hartenbos,Western Cape
hartlea,KwaZulu Natal
hartsdale,Eastern Cape
hartsenbergfontein,Gauteng
harts river,North West
hartsrivier,North West
hartswater,Northern Cape
hartzenbergfontein,Gauteng
hasana,Limpopo
ha-sefoko,Eastern Cape
hasetati,Eastern Cape
hatchleydene,Eastern Cape
hatchley,Eastern Cape
hatfield,Gauteng
hatherley,Gauteng
hatherly,Gauteng
ha-tlhakanelo,Eastern Cape
hattingspruit,KwaZulu Natal
hauptsrus,North West
hauptsrust,North West
hawston,Western Cape
hayfield,Free State
hay paddock,KwaZulu Natal
hazeldene,KwaZulu Natal
hazeldene,Eastern Cape
hazenjacht,Western Cape
hazyview,Mpumalanga
healdton fingo,Eastern Cape
healdtown,Eastern Cape
heather bell,Gauteng
heatherlands,Western Cape
heathfield,Eastern Cape
heathfield,Western Cape
heathview,North West
heatonville,KwaZulu Natal
heavyrest mission,North West
hebehebe,Eastern Cape
hebron,Free State
hebron,Eastern Cape
hebron,North West
heckel,Eastern Cape
hectorspruit,Mpumalanga
hedley plains,Northern Cape
heelfontein,Free State
heelgoed,Free State
heeltevrede,Free State
heidelberg,Gauteng
heidelberg,Western Cape
heidelburg,Gauteng
heideveld,Western Cape
heights,Eastern Cape
heilbron,Free State
heilbron,Eastern Cape
heiso,North West
hekpoort,Gauteng
hekpoort,Limpopo
hela hela,KwaZulu Natal
zamdela,Free State
zamenkomst,Mpumalanga
zamokwake,KwaZulu Natal
zanci,Eastern Cape
zandbergshoop,Northern Cape
zandbult,Limpopo
zanddraai,Free State
zandfontein,Eastern Cape
zandfontein,Limpopo
zandkraalpoort,Eastern Cape
zandkraalspoort,Eastern Cape
zand rivier,Western Cape
zandukwane,Eastern Cape
zandvlakte,Eastern Cape
zandvlei,Northern Cape
zangontshi,Eastern Cape
zangotsho,Eastern Cape
zangqokwe,Eastern Cape
zangwa,Eastern Cape
zanyokwe,Eastern Cape
zaphiri,North West
zastron,Free State
zazulwana skool,Eastern Cape
zazulwana,Eastern Cape
zebediela estates,Limpopo
zebedielas location,Limpopo
zebediela,Limpopo
zebra,Western Cape
zeekoegat,Free State
zeekogat,KwaZulu Natal
zeerust,North West
zending,Limpopo
zesfontein,Gauteng
zevenjaarsfontein,Free State
zhikova,Eastern Cape
zibi's,Eastern Cape
zibukweni,Eastern Cape
zibungu,Eastern Cape
zidindi,Eastern Cape
zidulini,Eastern Cape
ziest,Mpumalanga
zigadini,Eastern Cape
zigodlo,Eastern Cape
zigudu,Eastern Cape
zihlahleni,Eastern Cape
zihlakenpele,KwaZulu Natal
zilandana,Eastern Cape
zilangwe,Eastern Cape
zimbane,Eastern Cape
zimbileni,Eastern Cape
zimbungu,Eastern Cape
zimpawaneni,Eastern Cape
zimpofu,Eastern Cape
zincuka,Eastern Cape
zincukutwini,Eastern Cape
zinduneni,Eastern Cape
zingadini,Eastern Cape
zingcuka,Eastern Cape
zingolweni,KwaZulu Natal
zingonyameni,Eastern Cape
zingqutu,Eastern Cape
zingqwene,Eastern Cape
zingxala,Eastern Cape
zinkawu,Eastern Cape
zinkumbini,Eastern Cape
zintlawini,Eastern Cape
zintukwini,Eastern Cape
zinyosini,Eastern Cape
ziqalabeni,Eastern Cape
ziqangweni,Eastern Cape
ziqhorana,Eastern Cape
zirkie,Northern Cape
zisovini,Eastern Cape
zitapile,Eastern Cape
zitenjini,Eastern Cape
zitenji,Eastern Cape
zithulele,Eastern Cape
ziwundwana,Eastern Cape
ziwundwane,Eastern Cape
zixekeni,Eastern Cape
zizityaneni,Eastern Cape
zoar,Western Cape
zoekmakaar,Limpopo
zoekmekaar,Limpopo
zoetap,Northern Cape
zoetdoorns,Limpopo
zoetevelden,Limpopo
zoetkopjes,Limpopo
zoetvelden,Limpopo
zondela,KwaZulu Natal
zonderhule south,Northern Cape
zonderwater,Gauteng
zonga,Eastern Cape
zonnehoeve,Gauteng
zonnekus,Western Cape
zonquasdrift,Western Cape
zoo als hy lykt,Mpumalanga
zotsha,KwaZulu Natal
zout kuil,Western Cape
zoutrivier,Western Cape
zuinguin,KwaZulu Natal
zulumema,Eastern Cape
zuma,KwaZulu Natal
zunckels,KwaZulu Natal
zungwini,KwaZulu Natal
zusterstroom,Gauteng
zuurbraak,Western Cape
zuurfontein,Free State
zuurspruit,Free State
zwaar draai,Northern Cape
zwaartkop native location,Limpopo
zwartberg,KwaZulu Natal
zwartbooystad,North West
zwartfontein work colony,Mpumalanga
zwart klip,Western Cape
zwartkops,Eastern Cape
zwartkop,Eastern Cape
zwartkop,Limpopo
zwartmodderfontein,KwaZulu Natal
zwartmodder,Northern Cape
zwartruggens,North West
zwartwater,Eastern Cape
zwartwater,Northern Cape
zwa-zakele,Eastern Cape
zweletemba,Western Cape
zwelidumile,Eastern Cape
zwelitsha,Eastern Cape
zwide,Eastern Cape
springfontein,Mpumalanga
spring hill,Eastern Cape
springkaanfontein,Free State
springs,Free State
springs,Eastern Cape
spring's,Eastern Cape
springs,Gauteng
spring vale south african national tuberculosis settlement,Eastern Cape
springvale,Eastern Cape
spring vale,Eastern Cape
springvale,Eastern Cape
springvale,North West
spring valley,Eastern Cape
spykerras,Gauteng
square hill,Western Cape
staatsplaas,Eastern Cape
stable,Limpopo
stafford's post,KwaZulu Natal
stafpoort,Free State
standerston,Mpumalanga
standerton,Mpumalanga
standplaas,Western Cape
standplaats,Western Cape
stanfieldhill,Mpumalanga
stanford,Western Cape
stanger,KwaZulu Natal
stanger station,KwaZulu Natal
steadmore,KwaZulu Natal
steelpoort,Mpumalanga
steel's drift,Free State
steelwater,Western Cape
steenberg,Western Cape
steenbokpan,Limpopo
steenbras,Western Cape
stefanus,Free State
steilloop bridge,Limpopo
steilloopbrug,Limpopo
steillopbrug,Limpopo
steilnek,North West
steilrand,KwaZulu Natal
steinau,Eastern Cape
steinkopf,Northern Cape
stellaland,Free State
stella,North West
stellenberg,Western Cape
stellenbosch,Western Cape
stendal,KwaZulu Natal
stenekamps kop,Free State
sterkfontein,Free State
sterkfontein,Eastern Cape
sterkfontein,Limpopo
sterkloop,Mpumalanga
sterkloop,Limpopo
sterkrivier,Limpopo
sterkspruit,Eastern Cape
sterkspruit,Mpumalanga
sterkstroom,Free State
sterkstroom,Eastern Cape
sterkwater,Free State
sterlefontein,Free State
sterling park,Eastern Cape
sternham,Northern Cape
steunmekaar,Free State
stevnsrus,Eastern Cape
stewartby,North West
stewarton,Eastern Cape
steynsburg,Eastern Cape
steynsdorp,Mpumalanga
steynskraal,Free State
steynsnek,Eastern Cape
steynsrus,Free State
steynsrust,Free State
steynsrust,Eastern Cape
steytlerville,Eastern Cape
sthaberg,North West
stiebeuelvlei,Northern Cape
stilbaai-oos,Western Cape
stilbaai,Western Cape
stilbaaistrand,Western Cape
stilbaai-wes,Western Cape
stilfontein,Free State
stilfontein,North West
stil gelee,Gauteng
still bay east,Western Cape
still bay,Western Cape
still bay strand,Western Cape
still bay west,Western Cape
stillerus,Free State
stillerus,Northern Cape
stillerus,North West
stillerust,Free State
stillerust,Eastern Cape
stillestroom,Free State
stille woning,Free State
stilstaan-en-afspring,Northern Cape
stilverwag,Northern Cape
stinkbrak,Northern Cape
stinkfontein,Northern Cape
stinkhoutfontein,Free State
stinkord,Eastern Cape
stink puts,Northern Cape
stinkwater,North West
stock basin,Eastern Cape
stockdale,Eastern Cape
stockton,Eastern Cape
stockville,Western Cape
stofbakkies,Northern Cape
stofberg-gedenkskool,Gauteng
stofberg,Gauteng
stoffberggedenkskool,Gauteng
stoffberg,Mpumalanga
stoffelshoek,North West
stokwes basin,Eastern Cape
stompneusbaai,Western Cape
stompneus bay,Western Cape
stomp,Mpumalanga
stone edge,Limpopo
stoneleigh,Eastern Cape
stoneycroft,Eastern Cape
stoney croft,Eastern Cape
ston,KwaZulu Natal
stoomhoek,Free State
stormberg,Eastern Cape
storms river,Eastern Cape
stormsriviermond,Eastern Cape
stormsrivier,Eastern Cape
stormsvlei,Western Cape
strandfontein,Northern Cape
strandfontein,Western Cape
strandskloof,Western Cape
strand,Western Cape
strathavon,Gauteng
strathfield,Eastern Cape
strathmore park,KwaZulu Natal
strathroy,KwaZulu Natal
straussburg,Northern Cape
strazon estates,Mpumalanga
streatham,Limpopo
struisbaai,Western Cape
struis bay,Western Cape
struishoek,Northern Cape
strydberg post,KwaZulu Natal
strydenburg,Northern Cape
strydfontein,KwaZulu Natal
strydfontein,Free State
strydfontein,Eastern Cape
strydfontein,Gauteng
strydfontein,North West
strydkraal,Limpopo
strydom college,Free State
strydpoort,Free State
studholme,Limpopo
studtis,Eastern Cape
stutterheim,Eastern Cape
stuurmanspoort,Northern Cape
stylrand,KwaZulu Natal
subridge,Northern Cape
sugarbush,Eastern Cape
suger bush,Eastern Cape
suideinde,Eastern Cape
suidelyn,Free State
suiderkruis,Western Cape
suider-paarl,Western Cape
suid-holland,Limpopo
suikerbostuin,North West
suikersteek,Northern Cape
suits me,KwaZulu Natal
sukani,Limpopo
sukses,Northern Cape
sulenkama,Eastern Cape
sulphur springs,Mpumalanga
sulphur spring,Mpumalanga
sultanaoord,Northern Cape
summer pride,Free State
summer pride,Eastern Cape
summerstrand,Eastern Cape
sumsare,Limpopo
sun city,North West
sundrift,KwaZulu Natal
sundumbili,KwaZulu Natal
sunduza,Eastern Cape
sunduzi,Eastern Cape
sundwana,Eastern Cape
sundwane,Eastern Cape
sunkelsdrif,KwaZulu Natal
sunkels drift,KwaZulu Natal
sunlands,Eastern Cape
sunland,Eastern Cape
sunningdale,Limpopo
sunnyacres,Western Cape
sunnycroft,Western Cape
sunnydale,Free State
sunny ridge,Eastern Cape
sunnyridge,Eastern Cape
sunny seas,Western Cape
sunnyside,KwaZulu Natal
sunnyside,Free State
sunnyside,Eastern Cape
sunnyside,Gauteng
sunnyside,Western Cape
sunray,Eastern Cape
sunridge park,Eastern Cape
sunrise-on-sea,Eastern Cape
sunrise,Eastern Cape
sun valley farm,KwaZulu Natal
sun valley in,Mpumalanga
sun valley,Western Cape
sunwich port,KwaZulu Natal
supingstad,North West
surats store,KwaZulu Natal
surats,KwaZulu Natal
surrey estates,Western Cape
surrey estate,Western Cape
surreyvale,KwaZulu Natal
susannas rust,Free State
susterstroom,Gauteng
suswe,Limpopo
sutcliffe vale,Eastern Cape
sutelong,North West
sutherland,KwaZulu Natal
sutherland,Northern Cape
sutton,Northern Cape
suurberg,Eastern Cape
suurbraak,Western Cape
suurbult,Free State
suurfontein,Eastern Cape
suurman,North West
swaardraai,Northern Cape
swaelkrans,Eastern Cape
swakfontein,Eastern Cape
swale,Limpopo
swanepoelskraal,Eastern Cape
swanepoelsrust,Limpopo
swane ridge,Eastern Cape
swane,Eastern Cape
swani ridge,Eastern Cape
swartbaadjie,Northern Cape
swartbaken,Northern Cape
swartberg,KwaZulu Natal
swartbooistad,North West
swartbooistat,North West
swartboom,North West
swartdamstad,North West
swartdamstat,North West
swartfontein arbeidskolonie,Mpumalanga
swartfontein,Free State
swartfontein,Eastern Cape
swartfontein,Mpumalanga
swarthoogte,KwaZulu Natal
swartjan,Free State
swartklip,Limpopo
swartklip,Western Cape
swartkopfonteinhek,North West
swartkoplokasie,Limpopo
swartkoppies,Free State
swartkoppies,Northern Cape
swartkopspan,Northern Cape
swartkops,Eastern Cape
swartkop,Eastern Cape
swartkop,Northern Cape
swartlaagte,Free State
swartlaagte,Eastern Cape
swartmodder,Northern Cape
swartoup,Northern Cape
swartruggens,North West
swartspruit,Gauteng
swartwater,Eastern Cape
swartwater,Limpopo
swartwater,Western Cape
swazini,Eastern Cape
sweetfontein,Free State
sweethome,North West
sweetlayini,Eastern Cape
sweet valley,Free State
sweet valley,Western Cape
sweetwaters,KwaZulu Natal
sweet waters,KwaZulu Natal
swelela,KwaZulu Natal
swellendam,Western Cape
swesterpan,Free State
swinburne,Free State
swinburne,Eastern Cape
swiss farm,Western Cape
sybrandskraal,Gauteng
sydenham,KwaZulu Natal
sydenham,Eastern Cape
sydney on vaal,Northern Cape
sydney,North West
syferkuil,North West
synmanskraal,Eastern Cape
syoney-on-vaal,Northern Cape
taaibosbult,North West
tabamhlope,KwaZulu Natal
tabane,Free State
tabankulu,Eastern Cape
tabase nek,Eastern Cape
tabase,Eastern Cape
tabas,Eastern Cape
tabazini,Eastern Cape
table view,Western Cape
tafalehashe,Eastern Cape
tafalehashi,Eastern Cape
tafamasi,KwaZulu Natal
tafani,Eastern Cape
tafelberg,Eastern Cape
tafelehashe,Eastern Cape
tafelkop,Eastern Cape
tafelkop,Limpopo
tafeni,Eastern Cape
tafu,Free State
tahiti,Western Cape
takalani,Limpopo
takaneng,North West
takazidrif,Eastern Cape
takazi,Eastern Cape
takkap,Western Cape
talane,Limpopo
tala,Eastern Cape
talavera,KwaZulu Natal
talemofu,Eastern Cape
taleni school,Eastern Cape
taleni skool,Eastern Cape
taleni,KwaZulu Natal
taleni,Eastern Cape
talfelkop,Mpumalanga
talla,Free State
talsen,Free State
tamacha,Eastern Cape
tamaha,Eastern Cape
tamara,Eastern Cape
tamasikwa,North West
tambekeni,Eastern Cape
tambisha,Mpumalanga
tamboerskloof,Western Cape
tandanani,KwaZulu Natal
tandem,Free State
tanga,Eastern Cape
tapoleng,Eastern Cape
tarkabrug,Eastern Cape
tarka se kop,Northern Cape
tarkastad,Eastern Cape
tarleni,Eastern Cape
tarlton,Gauteng
tasakani,Mpumalanga
taswana,Eastern Cape
tatsi,Eastern Cape
taungs,North West
taung,Limpopo
taung,North West
taylerville,Eastern Cape
taylors,KwaZulu Natal
taynult,Eastern Cape
tay,North West
teba,Eastern Cape
teebus,Northern Cape
tefgte,KwaZulu Natal
tekoe skool,Eastern Cape
tekort,North West
teko springs,Eastern Cape
tekweni,Eastern Cape
tekwini,Eastern Cape
telegap,Eastern Cape
telgte,KwaZulu Natal
telle falls,Eastern Cape
temba,North West
tembeni,Eastern Cape
tembisa,Gauteng
tembugazi,Eastern Cape
tembukazi,Eastern Cape
tempe,Free State
templehorn,Eastern Cape
templerhorne,Eastern Cape
templerhorn,Eastern Cape
templeton,Eastern Cape
temple vale,Eastern Cape
ten acre,Gauteng
tenby,North West
teneriffe,Eastern Cape
tenza,Eastern Cape
teresa,Eastern Cape
tereseng,Eastern Cape
tergniet,Western Cape
terveen,Limpopo
teslaarsdal,Western Cape
tetema,Gauteng
teviot,Eastern Cape
tevrede,Free State
teza,KwaZulu Natal
thaba chicha,Eastern Cape
thaba chitja,Eastern Cape
thabakgone,Limpopo
thabakhubedu,Gauteng
thabakhubelu,Eastern Cape
thaba koloi,Eastern Cape
thabaleboto,Limpopo
thabamoopo,Limpopo
thabanapitsi,Limpopo
thabana,Eastern Cape
thabana,Mpumalanga
thaba nchu,Free State
thabaneng,Limpopo
thabantsho,Limpopo
thabantsjoe,Free State
thabantswana,North West
thaba patchoa,Free State
thaba phashawa,Free State
thaba phatshawa,Free State
thaba phatshwa,Free State
thabaputsoa,Eastern Cape
thaba-sione,North West
thabazimbi,Limpopo
thabeng,Eastern Cape
thabeng,North West
thabina,Limpopo
thabong,Free State
thafa-lofefe,Eastern Cape
thalahane,Limpopo
thalassa,Free State
thala,Eastern Cape
thaleni school,Eastern Cape
thaleni,Eastern Cape
thamagane,Limpopo
thambokhulu,Mpumalanga
thamoanche,North West
thamoyantshe,North West
thandisizwe,KwaZulu Natal
thaweni,Eastern Cape
theareng,Mpumalanga
the bend store,Northern Cape
the bend,Free State
the bend,Northern Cape
the boulders,Western Cape
thebus waters,Eastern Cape
the carousel entertainment centre,Limpopo
the carousel,Limpopo
the cedars,KwaZulu Natal
the chase,Free State
the cliff,Free State
the crags,Western Cape
the downs,Eastern Cape
theerivier,Western Cape
the glen,Eastern Cape
the grove,KwaZulu Natal
the gums,Eastern Cape
the hall,Free State
the haven,Free State
the haven,Eastern Cape
the highlands,Gauteng
the hill,KwaZulu Natal
the home kroon,Eastern Cape
the homestead,Western Cape
the home,Eastern Cape
the island,Western Cape
the junction,Free State
thekane,North West
the kowie,Eastern Cape
thekwane,North West
thelesho,North West
thelizolo,KwaZulu Natal
thembalihle,KwaZulu Natal
thembekeni,Eastern Cape
thembeni,KwaZulu Natal
thembeni,Eastern Cape
the meadows,Eastern Cape
the mill,Eastern Cape
thendele,KwaZulu Natal
thengwe,Limpopo
theoville,Free State
thepe,North West
the point,KwaZulu Natal
the poplars,Free State
the ranch,KwaZulu Natal
the rest,KwaZulu Natal
the retreat,Eastern Cape
the ridge,KwaZulu Natal
the rockeries,KwaZulu Natal
the rocks,Mpumalanga
theronsville,Northern Cape
the sands,Mpumalanga
the springs,Eastern Cape
theunispan,Limpopo
theunissen,Free State
theuns,Mpumalanga
the van wyks vlei settlement plan,Northern Cape
the village,KwaZulu Natal
the village,Gauteng
the vlei,Eastern Cape
the willows,Free State
the willows,Eastern Cape
thlabane,North West
thladistad,North West
thohoyandou,Limpopo
thokwana,Eastern Cape
tholeni,KwaZulu Natal
tholo-mosilone,Limpopo
tholongwe,Limpopo
thomasdale,North West
thomas river,Eastern Cape
thomasrivier,Eastern Cape
thombothi,KwaZulu Natal
thombo,Eastern Cape
thomeng,North West
thomo,Limpopo
thomson,Eastern Cape
thonsini,KwaZulu Natal
thorley,Free State
thorndale,KwaZulu Natal
thorndale,Eastern Cape
thorndale,Gauteng
thorndale,Limpopo
thorn drift,Eastern Cape
thorneycroft,Eastern Cape
thornham,KwaZulu Natal
thornham,Eastern Cape
thornlands,Eastern Cape
thorn ridge,Eastern Cape
thornton,Western Cape
thornville junction,KwaZulu Natal
thornville,KwaZulu Natal
thornville,Eastern Cape
thornwood,KwaZulu Natal
thornwood,Eastern Cape
thota va tau,North West
thotayamoku,North West
three anchor bay,Western Cape
three rivers,Gauteng
three sisters,Free State
thrings post,KwaZulu Natal
thubisi,Free State
thulamahashi,Limpopo
thulani,Limpopo
thultwane,North West
thulwe,North West
thune,Limpopo
thupi,Limpopo
thurlough,KwaZulu Natal
thusano,Limpopo
thusong,North West
thutlane,Limpopo
thwalikhulu,Eastern Cape
thwa,Eastern Cape
tibanefontein,Limpopo
tibane,Limpopo
ticvo tavo,Limpopo
tiekiedraai,Limpopo
tienfontein,Mpumalanga
tieniesrand,Free State
tierhoek,Free State
tierhoek,Eastern Cape
tierpoort,Gauteng
tierputs,Northern Cape
tigane,North West
tigerhoek,Eastern Cape
tiger ridge,Eastern Cape
tiger river,Free State
tilwortb,Eastern Cape
timane,Eastern Cape
timani,Eastern Cape
tina bridge,Eastern Cape
tina falls,Eastern Cape
tinana,Eastern Cape
tina,Eastern Cape
tinislokasie,Eastern Cape
tinley manor estate,KwaZulu Natal
tinley manor,KwaZulu Natal
tinmyne,Limpopo
tintwa,Eastern Cape
tiokweng,North West
tipperary,Northern Cape
titiespan,Northern Cape
tladistat,North West
tlakaming,North West
tlapeng,North West
tlaping,North West
tlaseng,North West
tlhakajeng,North West
tlhakgameng,North West
tlhakmeng,North West
tlhatlhaganyane,North West
tlhavekisa,Limpopo
tlhogoyanku,Limpopo
tlhonasedimong,Limpopo
toboni skool,Eastern Cape
tobotshana,Eastern Cape
toekomsrus,Gauteng
toekoms,Eastern Cape
toekoms,Northern Cape
toekoms,Limpopo
toeppie bus halt,Limpopo
tokai,Western Cape
tokio,Limpopo
tokolwane,North West
tokoza,Gauteng
tokwana,Eastern Cape
toleni,Eastern Cape
tolfelberg,Eastern Cape
tolkop,Eastern Cape
tolwe,Limpopo
tombo,Eastern Cape
tom burke,Limpopo
tom,Limpopo
tonash,Limpopo
tongaat,KwaZulu Natal
tongaat village,KwaZulu Natal
tongwe,Mpumalanga
tonjeni,KwaZulu Natal
tonteldoos,Mpumalanga
tonti,Eastern Cape
toorkop,Eastern Cape
tooseng,Limpopo
topiya,Eastern Cape
tora,Eastern Cape
torbrek,Free State
torburnlea,Mpumalanga
tornado,North West
toroponje ntsho,Limpopo
torrington,North West
tosca,North West
tours,Limpopo
touws river,Western Cape
touwsrivier,Western Cape
